round,symbol,start_date,end_date,actual_return,Rank1,Rank2,Rank3,Rank4,Rank5,tied_assets_in_round
1,FTV,2022-03-04,2022-04-01,0.0004967051889134414,0.0,1.0,0.0,0.0,0.0,0
1,GOOG,2022-03-04,2022-04-01,0.06492484219130783,0.0,0.0,0.0,1.0,0.0,0
1,GPC,2022-03-04,2022-04-01,0.027246622182385563,0.0,1.0,0.0,0.0,0.0,0
1,GSG,2022-03-04,2022-04-01,-0.06801319043693331,1.0,0.0,0.0,0.0,0.0,0
1,HIG,2022-03-04,2022-04-01,0.07514206900709967,0.0,0.0,0.0,1.0,0.0,0
1,HIGH.L,2022-03-04,2022-04-01,0.00971058644325974,0.0,1.0,0.0,0.0,0.0,0
1,HST,2022-03-04,2022-04-01,0.13434600153673382,0.0,0.0,0.0,0.0,1.0,0
1,HYG,2022-03-04,2022-04-01,-0.0031147895292216884,0.0,1.0,0.0,0.0,0.0,0
1,IAU,2022-03-04,2022-04-01,-0.0229946524064171,1.0,0.0,0.0,0.0,0.0,0
1,ICLN,2022-03-04,2022-04-01,0.11431390879817165,0.0,0.0,0.0,0.0,1.0,0
1,IEAA.L,2022-03-04,2022-04-01,-0.022200772200772073,1.0,0.0,0.0,0.0,0.0,0
1,IEF,2022-03-04,2022-04-01,-0.0551320703775367,1.0,0.0,0.0,0.0,0.0,0
1,IEFM.L,2022-03-04,2022-04-01,0.12182519467287686,0.0,0.0,0.0,0.0,1.0,0
1,IEMG,2022-03-04,2022-04-01,0.030105152864573624,0.0,1.0,0.0,0.0,0.0,0
1,IEUS,2022-03-04,2022-04-01,0.10984876566090887,0.0,0.0,0.0,0.0,1.0,0
1,IEVL.L,2022-03-04,2022-04-01,0.09205586424388053,0.0,0.0,0.0,0.0,1.0,0
1,IGF,2022-03-04,2022-04-01,0.0784047572878289,0.0,0.0,0.0,1.0,0.0,0
1,INDA,2022-03-04,2022-04-01,0.09421686746987944,0.0,0.0,0.0,0.0,1.0,0
1,IUMO.L,2022-03-04,2022-04-01,0.08238157648380444,0.0,0.0,0.0,1.0,0.0,0
1,IUVL.L,2022-03-04,2022-04-01,0.01107258695895296,0.0,1.0,0.0,0.0,0.0,0
1,IVV,2022-03-04,2022-04-01,0.05150405514244505,0.0,0.0,1.0,0.0,0.0,0
1,IWM,2022-03-04,2022-04-01,0.046903405028902924,0.0,0.0,1.0,0.0,0.0,0
1,IXN,2022-03-04,2022-04-01,0.05981405149627556,0.0,0.0,1.0,0.0,0.0,0
1,JPEA.L,2022-03-04,2022-04-01,0.03056935422239208,0.0,0.0,1.0,0.0,0.0,0
1,JPM,2022-03-04,2022-04-01,0.006771297691148893,0.0,1.0,0.0,0.0,0.0,0
1,KR,2022-03-04,2022-04-01,-0.024767480125396188,1.0,0.0,0.0,0.0,0.0,0
1,LQD,2022-03-04,2022-04-01,-0.01855714653746752,1.0,0.0,0.0,0.0,0.0,0
1,MCHI,2022-03-04,2022-04-01,-0.012990358430852948,1.0,0.0,0.0,0.0,0.0,0
1,META,2022-03-04,2022-04-01,0.1239128261521543,0.0,0.0,0.0,0.0,1.0,0
1,MVEU.L,2022-03-04,2022-04-01,0.07030157779109253,0.0,0.0,0.0,1.0,0.0,0
1,OGN,2022-03-04,2022-04-01,-0.09453263721410968,1.0,0.0,0.0,0.0,0.0,0
1,PG,2022-03-04,2022-04-01,-0.0003239690840931616,0.0,1.0,0.0,0.0,0.0,0
1,PPL,2022-03-04,2022-04-01,0.10557745599313072,0.0,0.0,0.0,0.0,1.0,0
1,PRU,2022-03-04,2022-04-01,0.11247250715300622,0.0,0.0,0.0,0.0,1.0,0
1,PYPL,2022-03-04,2022-04-01,0.16775097587829052,0.0,0.0,0.0,0.0,1.0,0
1,RE,2022-03-04,2022-04-01,0.09365886176151977,0.0,0.0,0.0,0.0,1.0,0
1,REET,2022-03-04,2022-04-01,0.05703725177561971,0.0,0.0,1.0,0.0,0.0,0
1,ROL,2022-03-04,2022-04-01,0.02351750416765894,0.0,1.0,0.0,0.0,0.0,0
1,ROST,2022-03-04,2022-04-01,0.016668744121746463,0.0,1.0,0.0,0.0,0.0,0
1,SEGA.L,2022-03-04,2022-04-01,-0.026475252010420138,1.0,0.0,0.0,0.0,0.0,0
1,SHY,2022-03-04,2022-04-01,-0.016136579045242395,1.0,0.0,0.0,0.0,0.0,0
1,SLV,2022-03-04,2022-04-01,-0.0380710659898478,1.0,0.0,0.0,0.0,0.0,0
1,SPMV.L,2022-03-04,2022-04-01,0.04760684308323193,0.0,0.0,1.0,0.0,0.0,0
1,TLT,2022-03-04,2022-04-01,-0.0546068858823358,1.0,0.0,0.0,0.0,0.0,0
1,UNH,2022-03-04,2022-04-01,0.030996557292142637,0.0,0.0,1.0,0.0,0.0,0
1,URI,2022-03-04,2022-04-01,0.11844883002935226,0.0,0.0,0.0,0.0,1.0,0
1,V,2022-03-04,2022-04-01,0.13016304347826094,0.0,0.0,0.0,0.0,1.0,0
1,VRSK,2022-03-04,2022-04-01,0.14270692504131002,0.0,0.0,0.0,0.0,1.0,0
1,VXX,2022-03-04,2022-04-01,-0.04465648854961825,1.0,0.0,0.0,0.0,0.0,0
1,WRK,2022-03-04,2022-04-01,0.07961731035941799,0.0,0.0,0.0,1.0,0.0,0
1,XLB,2022-03-04,2022-04-01,0.07651822361366184,0.0,0.0,0.0,1.0,0.0,0
1,XLC,2022-03-04,2022-04-01,0.044760256293462204,0.0,0.0,1.0,0.0,0.0,0
1,XLE,2022-03-04,2022-04-01,0.0341211348775353,0.0,0.0,1.0,0.0,0.0,0
1,XLF,2022-03-04,2022-04-01,0.030627913353441307,0.0,0.0,1.0,0.0,0.0,0
1,XLI,2022-03-04,2022-04-01,0.021209756690751043,0.0,1.0,0.0,0.0,0.0,0
1,XLK,2022-03-04,2022-04-01,0.06012056479346197,0.0,0.0,1.0,0.0,0.0,0
1,XLP,2022-03-04,2022-04-01,0.014859182542150644,0.0,1.0,0.0,0.0,0.0,0
1,XLU,2022-03-04,2022-04-01,0.07213109990847419,0.0,0.0,0.0,1.0,0.0,0
1,XLV,2022-03-04,2022-04-01,0.045132716238582844,0.0,0.0,1.0,0.0,0.0,0
1,XLY,2022-03-04,2022-04-01,0.08108600583090389,0.0,0.0,0.0,1.0,0.0,0
1,XOM,2022-03-04,2022-04-01,-0.011536612722320053,1.0,0.0,0.0,0.0,0.0,0
2,ABBV,2022-04-01,2022-04-29,-0.08944899977666465,0.0,1.0,0.0,0.0,0.0,0
2,ACN,2022-04-01,2022-04-29,-0.11562371481192299,1.0,0.0,0.0,0.0,0.0,0
2,AEP,2022-04-01,2022-04-29,-0.02364107164702527,0.0,0.0,0.0,1.0,0.0,0
2,AIZ,2022-04-01,2022-04-29,-0.019087390952620516,0.0,0.0,0.0,1.0,0.0,0
2,ALLE,2022-04-01,2022-04-29,0.02438803016963611,0.0,0.0,0.0,0.0,1.0,0
2,AMAT,2022-04-01,2022-04-29,-0.13390054322471473,1.0,0.0,0.0,0.0,0.0,0
2,AMP,2022-04-01,2022-04-29,-0.10732751545658485,1.0,0.0,0.0,0.0,0.0,0
2,AMZN,2022-04-01,2022-04-29,-0.240144289557349,1.0,0.0,0.0,0.0,0.0,0
2,AVB,2022-04-01,2022-04-29,-0.10595566749003087,1.0,0.0,0.0,0.0,0.0,0
2,AVY,2022-04-01,2022-04-29,0.03176062977551803,0.0,0.0,0.0,0.0,1.0,0
2,AXP,2022-04-01,2022-04-29,-0.06391761512917331,0.0,0.0,1.0,0.0,0.0,0
2,BDX,2022-04-01,2022-04-29,-0.05832399826001936,0.0,0.0,1.0,0.0,0.0,0
2,BF-B,2022-04-01,2022-04-29,-0.0060482672531652565,0.0,0.0,0.0,0.0,1.0,0
2,BMY,2022-04-01,2022-04-29,0.01964429399850186,0.0,0.0,0.0,0.0,1.0,0
2,BR,2022-04-01,2022-04-29,-0.07792275201619456,0.0,1.0,0.0,0.0,0.0,0
2,CARR,2022-04-01,2022-04-29,-0.1656655772458264,1.0,0.0,0.0,0.0,0.0,0
2,CDW,2022-04-01,2022-04-29,-0.08222862850138471,0.0,1.0,0.0,0.0,0.0,0
2,CE,2022-04-01,2022-04-29,0.027708670454302437,0.0,0.0,0.0,0.0,1.0,0
2,CHTR,2022-04-01,2022-04-29,-0.23712790200826084,1.0,0.0,0.0,0.0,0.0,0
2,CNC,2022-04-01,2022-04-29,-0.05800491170623328,0.0,0.0,1.0,0.0,0.0,0
2,CNP,2022-04-01,2022-04-29,-0.017322989941489744,0.0,0.0,0.0,1.0,0.0,0
2,COP,2022-04-01,2022-04-29,-0.050304656144072285,0.0,0.0,1.0,0.0,0.0,0
2,CTAS,2022-04-01,2022-04-29,-0.06280141412841105,0.0,0.0,1.0,0.0,0.0,0
2,CZR,2022-04-01,2022-04-29,-0.13529028049576,1.0,0.0,0.0,0.0,0.0,0
2,DG,2022-04-01,2022-04-29,0.052183259078888065,0.0,0.0,0.0,0.0,1.0,0
2,DPZ,2022-04-01,2022-04-29,-0.14900060723241754,1.0,0.0,0.0,0.0,0.0,0
2,DRE,2022-04-01,2022-04-29,-0.07563870791690831,0.0,1.0,0.0,0.0,0.0,0
2,DXC,2022-04-01,2022-04-29,-0.08452950558213723,0.0,1.0,0.0,0.0,0.0,0
2,EWA,2022-04-01,2022-04-29,-0.07905823063900164,0.0,1.0,0.0,0.0,0.0,0
2,EWC,2022-04-01,2022-04-29,-0.07882699735718635,0.0,1.0,0.0,0.0,0.0,0
2,EWG,2022-04-01,2022-04-29,-0.09089926891633958,0.0,1.0,0.0,0.0,0.0,0
2,EWH,2022-04-01,2022-04-29,-0.06763306704963654,0.0,0.0,1.0,0.0,0.0,0
2,EWJ,2022-04-01,2022-04-29,-0.0857408980979149,0.0,1.0,0.0,0.0,0.0,0
2,EWL,2022-04-01,2022-04-29,-0.06281417387721466,0.0,0.0,1.0,0.0,0.0,0
2,EWQ,2022-04-01,2022-04-29,-0.07546787183498466,0.0,0.0,1.0,0.0,0.0,0
2,EWT,2022-04-01,2022-04-29,-0.09075391726280661,0.0,1.0,0.0,0.0,0.0,0
2,EWU,2022-04-01,2022-04-29,-0.04805993786928193,0.0,0.0,0.0,1.0,0.0,0
2,EWY,2022-04-01,2022-04-29,-0.061665407801165736,0.0,0.0,1.0,0.0,0.0,0
2,EWZ,2022-04-01,2022-04-29,-0.16275794677243194,1.0,0.0,0.0,0.0,0.0,0
2,FTV,2022-04-01,2022-04-29,-0.051631693916727305,0.0,0.0,1.0,0.0,0.0,0
2,GOOG,2022-04-01,2022-04-29,-0.18289978678038377,1.0,0.0,0.0,0.0,0.0,0
2,GPC,2022-04-01,2022-04-29,0.03272066249242575,0.0,0.0,0.0,0.0,1.0,0
2,GSG,2022-04-01,2022-04-29,0.04732419283502876,0.0,0.0,0.0,0.0,1.0,0
2,HIG,2022-04-01,2022-04-29,-0.03597566104926658,0.0,0.0,0.0,1.0,0.0,0
2,HIGH.L,2022-04-01,2022-04-29,-0.03507448613992079,0.0,0.0,0.0,1.0,0.0,0
2,HST,2022-04-01,2022-04-29,0.04095456440183417,0.0,0.0,0.0,0.0,1.0,0
2,HYG,2022-04-01,2022-04-29,-0.04172830689180234,0.0,0.0,0.0,1.0,0.0,0
2,IAU,2022-04-01,2022-04-29,-0.013683634373289545,0.0,0.0,0.0,0.0,1.0,0
2,ICLN,2022-04-01,2022-04-29,-0.12938708925658354,1.0,0.0,0.0,0.0,0.0,0
2,IEAA.L,2022-04-01,2022-04-29,-0.028627838104639772,0.0,0.0,0.0,1.0,0.0,0
2,IEF,2022-04-01,2022-04-29,-0.03600377182371488,0.0,0.0,0.0,1.0,0.0,0
2,IEFM.L,2022-04-01,2022-04-29,-0.035744404800518915,0.0,0.0,0.0,1.0,0.0,0
2,IEMG,2022-04-01,2022-04-29,-0.07472527472527468,0.0,0.0,1.0,0.0,0.0,0
2,IEUS,2022-04-01,2022-04-29,-0.08060718400881728,0.0,1.0,0.0,0.0,0.0,0
2,IEVL.L,2022-04-01,2022-04-29,-0.010863586358635949,0.0,0.0,0.0,0.0,1.0,0
2,IGF,2022-04-01,2022-04-29,-0.047950131862862594,0.0,0.0,0.0,1.0,0.0,0
2,INDA,2022-04-01,2022-04-29,-0.038978198634661884,0.0,0.0,0.0,1.0,0.0,0
2,IUMO.L,2022-04-01,2022-04-29,-0.10266389897941527,0.0,1.0,0.0,0.0,0.0,0
2,IUVL.L,2022-04-01,2022-04-29,-0.0347345132743361,0.0,0.0,0.0,1.0,0.0,0
2,IVV,2022-04-01,2022-04-29,-0.09065707733072083,0.0,1.0,0.0,0.0,0.0,0
2,IWM,2022-04-01,2022-04-29,-0.10897357728534292,1.0,0.0,0.0,0.0,0.0,0
2,IXN,2022-04-01,2022-04-29,-0.11202190557580623,1.0,0.0,0.0,0.0,0.0,0
2,JPEA.L,2022-04-01,2022-04-29,-0.06080830552465708,0.0,0.0,1.0,0.0,0.0,0
2,JPM,2022-04-01,2022-04-29,-0.111345227461848,1.0,0.0,0.0,0.0,0.0,0
2,KR,2022-04-01,2022-04-29,-0.06125348535706049,0.0,0.0,1.0,0.0,0.0,0
2,LQD,2022-04-01,2022-04-29,-0.07011126352690139,0.0,0.0,1.0,0.0,0.0,0
2,MCHI,2022-04-01,2022-04-29,-0.0783527832668432,0.0,1.0,0.0,0.0,0.0,0
2,META,2022-04-01,2022-04-29,-0.10842784078274403,1.0,0.0,0.0,0.0,0.0,0
2,MVEU.L,2022-04-01,2022-04-29,0.0033588356036573933,0.0,0.0,0.0,0.0,1.0,0
2,OGN,2022-04-01,2022-04-29,-0.0802259556284024,0.0,1.0,0.0,0.0,0.0,0
2,PG,2022-04-01,2022-04-29,0.04101851851851851,0.0,0.0,0.0,0.0,1.0,0
2,PPL,2022-04-01,2022-04-29,-0.024465155687354422,0.0,0.0,0.0,1.0,0.0,0
2,PRU,2022-04-01,2022-04-29,-0.08353526782199444,0.0,1.0,0.0,0.0,0.0,0
2,PYPL,2022-04-01,2022-04-29,-0.24633581897660062,1.0,0.0,0.0,0.0,0.0,0
2,RE,2022-04-01,2022-04-29,-0.10547080745341614,0.0,1.0,0.0,0.0,0.0,0
2,REET,2022-04-01,2022-04-29,-0.06736372985944475,0.0,0.0,1.0,0.0,0.0,0
2,ROL,2022-04-01,2022-04-29,-0.0364725728578907,0.0,0.0,0.0,1.0,0.0,0
2,ROST,2022-04-01,2022-04-29,0.10109228711547044,0.0,0.0,0.0,0.0,1.0,0
2,SEGA.L,2022-04-01,2022-04-29,-0.03790853475272191,0.0,0.0,0.0,1.0,0.0,0
2,SHY,2022-04-01,2022-04-29,-0.0028778382069605175,0.0,0.0,0.0,0.0,1.0,0
2,SLV,2022-04-01,2022-04-29,-0.07475813544415125,0.0,0.0,1.0,0.0,0.0,0
2,SPMV.L,2022-04-01,2022-04-29,-0.03290519877675838,0.0,0.0,0.0,1.0,0.0,0
2,TLT,2022-04-01,2022-04-29,-0.09766809982169179,0.0,1.0,0.0,0.0,0.0,0
2,UNH,2022-04-01,2022-04-29,-0.007882097532338027,0.0,0.0,0.0,0.0,1.0,0
2,URI,2022-04-01,2022-04-29,-0.10587621795344146,0.0,1.0,0.0,0.0,0.0,0
2,V,2022-04-01,2022-04-29,-0.05844531716135469,0.0,0.0,1.0,0.0,0.0,0
2,VRSK,2022-04-01,2022-04-29,-0.047033747112621836,0.0,0.0,0.0,1.0,0.0,0
2,VXX,2022-04-01,2022-04-29,0.1070715141829804,0.0,0.0,0.0,0.0,1.0,0
2,WRK,2022-04-01,2022-04-29,0.049599372931545156,0.0,0.0,0.0,0.0,1.0,0
2,XLB,2022-04-01,2022-04-29,-0.04546651553143503,0.0,0.0,0.0,1.0,0.0,0
2,XLC,2022-04-01,2022-04-29,-0.14765295741897985,1.0,0.0,0.0,0.0,0.0,0
2,XLE,2022-04-01,2022-04-29,-0.024783313462028056,0.0,0.0,0.0,1.0,0.0,0
2,XLF,2022-04-01,2022-04-29,-0.09708143773113045,0.0,1.0,0.0,0.0,0.0,0
2,XLI,2022-04-01,2022-04-29,-0.06889673923829558,0.0,0.0,1.0,0.0,0.0,0
2,XLK,2022-04-01,2022-04-29,-0.10753857700772165,1.0,0.0,0.0,0.0,0.0,0
2,XLP,2022-04-01,2022-04-29,0.01292299493738341,0.0,0.0,0.0,0.0,1.0,0
2,XLU,2022-04-01,2022-04-29,-0.05615328328681001,0.0,0.0,1.0,0.0,0.0,0
2,XLV,2022-04-01,2022-04-29,-0.05634412070912212,0.0,0.0,1.0,0.0,0.0,0
2,XLY,2022-04-01,2022-04-29,-0.12065918889970263,1.0,0.0,0.0,0.0,0.0,0
2,XOM,2022-04-01,2022-04-29,0.025624399915208707,0.0,0.0,0.0,0.0,1.0,0
3,ABBV,2022-04-29,2022-05-27,0.021240810949073954,0.0,0.0,0.0,1.0,0.0,0
3,ACN,2022-04-29,2022-05-27,0.012619795387456377,0.0,0.0,1.0,0.0,0.0,0
3,AEP,2022-04-29,2022-05-27,0.05324047487287653,0.0,0.0,0.0,1.0,0.0,0
3,AIZ,2022-04-29,2022-05-27,0.0011924928673323748,0.0,1.0,0.0,0.0,0.0,0
3,ALLE,2022-04-29,2022-05-27,-0.006131273036575057,0.0,1.0,0.0,0.0,0.0,0
3,AMAT,2022-04-29,2022-05-27,0.08538979120447714,0.0,0.0,0.0,0.0,1.0,0
3,AMP,2022-04-29,2022-05-27,0.05383342399423856,0.0,0.0,0.0,1.0,0.0,0
3,AMZN,2022-04-29,2022-05-27,-0.07351024283484331,1.0,0.0,0.0,0.0,0.0,0
3,AVB,2022-04-29,2022-05-27,-0.07284481201921339,1.0,0.0,0.0,0.0,0.0,0
3,AVY,2022-04-29,2022-05-27,-0.038704324524324735,1.0,0.0,0.0,0.0,0.0,0
3,AXP,2022-04-29,2022-05-27,-0.02924802370397807,1.0,0.0,0.0,0.0,0.0,0
3,BDX,2022-04-29,2022-05-27,0.03750275935933799,0.0,0.0,0.0,1.0,0.0,0
3,BF-B,2022-04-29,2022-05-27,-0.013052253868580468,0.0,1.0,0.0,0.0,0.0,0
3,BMY,2022-04-29,2022-05-27,0.011551334730196598,0.0,0.0,1.0,0.0,0.0,0
3,BR,2022-04-29,2022-05-27,0.018526988326519767,0.0,0.0,1.0,0.0,0.0,0
3,CARR,2022-04-29,2022-05-27,0.05121486422105771,0.0,0.0,0.0,1.0,0.0,0
3,CDW,2022-04-29,2022-05-27,0.051797484634505335,0.0,0.0,0.0,1.0,0.0,0
3,CE,2022-04-29,2022-05-27,0.0835067421341767,0.0,0.0,0.0,0.0,1.0,0
3,CHTR,2022-04-29,2022-05-27,0.19008611636210876,0.0,0.0,0.0,0.0,1.0,0
3,CNC,2022-04-29,2022-05-27,0.04792054624456859,0.0,0.0,0.0,1.0,0.0,0
3,CNP,2022-04-29,2022-05-27,0.06489379494898817,0.0,0.0,0.0,0.0,1.0,0
3,COP,2022-04-29,2022-05-27,0.20513269685556632,0.0,0.0,0.0,0.0,1.0,0
3,CTAS,2022-04-29,2022-05-27,0.0017118714341311091,0.0,0.0,1.0,0.0,0.0,0
3,CZR,2022-04-29,2022-05-27,-0.22148461074230535,1.0,0.0,0.0,0.0,0.0,0
3,DG,2022-04-29,2022-05-27,-0.03851989997033015,1.0,0.0,0.0,0.0,0.0,0
3,DPZ,2022-04-29,2022-05-27,0.08257499761154091,0.0,0.0,0.0,0.0,1.0,0
3,DRE,2022-04-29,2022-05-27,-0.01904094171479172,0.0,1.0,0.0,0.0,0.0,0
3,DXC,2022-04-29,2022-05-27,0.22229965156794423,0.0,0.0,0.0,0.0,1.0,0
3,EWA,2022-04-29,2022-05-27,0.015048522936172046,0.0,0.0,1.0,0.0,0.0,0
3,EWC,2022-04-29,2022-05-27,0.015393103448275857,0.0,0.0,1.0,0.0,0.0,0
3,EWG,2022-04-29,2022-05-27,0.05193518995365052,0.0,0.0,0.0,1.0,0.0,0
3,EWH,2022-04-29,2022-05-27,0.03557160048134781,0.0,0.0,0.0,1.0,0.0,0
3,EWJ,2022-04-29,2022-05-27,0.030384814741997227,0.0,0.0,0.0,1.0,0.0,0
3,EWL,2022-04-29,2022-05-27,-0.013585104745993759,0.0,1.0,0.0,0.0,0.0,0
3,EWQ,2022-04-29,2022-05-27,0.04856954845987531,0.0,0.0,0.0,1.0,0.0,0
3,EWT,2022-04-29,2022-05-27,0.0023413275960261597,0.0,0.0,1.0,0.0,0.0,0
3,EWU,2022-04-29,2022-05-27,0.028186588175070394,0.0,0.0,0.0,1.0,0.0,0
3,EWY,2022-04-29,2022-05-27,0.01439810455332474,0.0,0.0,1.0,0.0,0.0,0
3,EWZ,2022-04-29,2022-05-27,0.09004153650750064,0.0,0.0,0.0,0.0,1.0,0
3,FTV,2022-04-29,2022-05-27,0.07953514343547148,0.0,0.0,0.0,0.0,1.0,0
3,GOOG,2022-04-29,2022-05-27,-0.018849051023780834,0.0,1.0,0.0,0.0,0.0,0
3,GPC,2022-04-29,2022-05-27,0.07020535888910623,0.0,0.0,0.0,0.0,1.0,0
3,GSG,2022-04-29,2022-05-27,0.06630067567567569,0.0,0.0,0.0,0.0,1.0,0
3,HIG,2022-04-29,2022-05-27,0.039601512507271654,0.0,0.0,0.0,1.0,0.0,0
3,HIGH.L,2022-04-29,2022-05-27,0.002540551104162576,0.0,0.0,1.0,0.0,0.0,0
3,HST,2022-04-29,2022-05-27,0.017168885774351786,0.0,0.0,1.0,0.0,0.0,0
3,HYG,2022-04-29,2022-05-27,0.025126430662762912,0.0,0.0,0.0,1.0,0.0,0
3,IAU,2022-04-29,2022-05-27,-0.0224750277469479,0.0,1.0,0.0,0.0,0.0,0
3,ICLN,2022-04-29,2022-05-27,0.06900797687242366,0.0,0.0,0.0,0.0,1.0,0
3,IEAA.L,2022-04-29,2022-05-27,-0.002032520325203209,0.0,1.0,0.0,0.0,0.0,0
3,IEF,2022-04-29,2022-05-27,0.016796925174638648,0.0,0.0,1.0,0.0,0.0,0
3,IEFM.L,2022-04-29,2022-05-27,-0.0059203444564048585,0.0,1.0,0.0,0.0,0.0,0
3,IEMG,2022-04-29,2022-05-27,-0.007282935160283509,0.0,1.0,0.0,0.0,0.0,0
3,IEUS,2022-04-29,2022-05-27,0.008318802673641483,0.0,0.0,1.0,0.0,0.0,0
3,IEVL.L,2022-04-29,2022-05-27,0.035590157097177846,0.0,0.0,0.0,1.0,0.0,0
3,IGF,2022-04-29,2022-05-27,0.05403760597666406,0.0,0.0,0.0,0.0,1.0,0
3,INDA,2022-04-29,2022-05-27,-0.052245646196150346,1.0,0.0,0.0,0.0,0.0,0
3,IUMO.L,2022-04-29,2022-05-27,-0.026987951807228853,1.0,0.0,0.0,0.0,0.0,0
3,IUVL.L,2022-04-29,2022-05-27,0.01707540683016263,0.0,0.0,1.0,0.0,0.0,0
3,IVV,2022-04-29,2022-05-27,0.008922734117704686,0.0,0.0,1.0,0.0,0.0,0
3,IWM,2022-04-29,2022-05-27,0.014545195760707775,0.0,0.0,1.0,0.0,0.0,0
3,IXN,2022-04-29,2022-05-27,0.0011784577915700037,0.0,1.0,0.0,0.0,0.0,0
3,JPEA.L,2022-04-29,2022-05-27,0.008882747729964455,0.0,0.0,1.0,0.0,0.0,0
3,JPM,2022-04-29,2022-05-27,0.09979038521013035,0.0,0.0,0.0,0.0,1.0,0
3,KR,2022-04-29,2022-05-27,-0.014718680237617745,0.0,1.0,0.0,0.0,0.0,0
3,LQD,2022-04-29,2022-05-27,0.026197891056110978,0.0,0.0,0.0,1.0,0.0,0
3,MCHI,2022-04-29,2022-05-27,-0.004955601852788233,0.0,1.0,0.0,0.0,0.0,0
