model,round,symbol,RPS
Chronos T5 Base 200M,2,AVY,0.68986
Chronos T5 Base 200M,2,AXP,0.07813999999999999
Chronos T5 Base 200M,2,BDX,0.06772000000000002
Chronos T5 Base 200M,2,BF-B,0.17868000000000003
Chronos T5 Base 200M,2,BMY,0.3186
Chronos T5 Base 200M,2,BR,0.09628
Chronos T5 Base 200M,2,CARR,0.0008000000000000014
Chronos T5 Base 200M,2,CDW,0.1774
Chronos T5 Base 200M,2,CE,0.7259599999999999
Chronos T5 Base 200M,2,CHTR,0.5341799999999999
Chronos T5 Base 200M,2,CNC,0.1275
Chronos T5 Base 200M,2,CNP,0.07868
Chronos T5 Base 200M,2,COP,0.10660000000000003
Chronos T5 Base 200M,2,CTAS,0.06331999999999999
Chronos T5 Base 200M,2,CZR,0.0
Chronos T5 Base 200M,2,DG,0.24500000000000005
Chronos T5 Base 200M,2,DPZ,0.12342
Chronos T5 Base 200M,2,DRE,0.24857999999999997
Chronos T5 Base 200M,2,DXC,0.14182
Chronos T5 Base 200M,2,EWA,0.53268
Chronos T5 Base 200M,2,EWC,0.037859999999999984
Chronos T5 Base 200M,2,EWG,0.26936000000000004
Chronos T5 Base 200M,2,EWH,0.06980000000000001
Chronos T5 Base 200M,2,EWJ,0.09641999999999998
Chronos T5 Base 200M,2,EWL,0.027100000000000003
Chronos T5 Base 200M,2,EWQ,0.08946000000000001
Chronos T5 Base 200M,2,EWT,0.31538
Chronos T5 Base 200M,2,EWU,0.03268
Chronos T5 Base 200M,2,EWY,0.16458000000000003
Chronos T5 Base 200M,2,EWZ,0.8
Chronos T5 Base 200M,2,FTV,0.13174
Chronos T5 Base 200M,2,GOOG,0.4768199999999999
Chronos T5 Base 200M,2,GPC,0.5487
Chronos T5 Base 200M,2,GSG,0.0
Chronos T5 Base 200M,2,HIG,0.47734000000000004
Chronos T5 Base 200M,2,HIGH.L,0.015239999999999998
Chronos T5 Base 200M,2,HST,0.6476200000000001
Chronos T5 Base 200M,2,HYG,0.052739999999999995
Chronos T5 Base 200M,2,IAU,0.046599999999999996
Chronos T5 Base 200M,2,ICLN,0.66514
Chronos T5 Base 200M,2,IEAA.L,0.024359999999999996
Chronos T5 Base 200M,2,IEF,0.22888000000000003
Chronos T5 Base 200M,2,IEFM.L,0.31828
Chronos T5 Base 200M,2,IEMG,0.33777999999999997
Chronos T5 Base 200M,2,IEUS,0.23346
Chronos T5 Base 200M,2,IEVL.L,0.21498
Chronos T5 Base 200M,2,IGF,0.04322
Chronos T5 Base 200M,2,INDA,0.06758000000000002
Chronos T5 Base 200M,2,IUMO.L,0.03362
Chronos T5 Base 200M,2,IUVL.L,0.24730000000000002
Chronos T5 Base 200M,2,IVV,0.43655999999999995
Chronos T5 Base 200M,2,IWM,0.12202000000000002
Chronos T5 Base 200M,2,IXN,0.54096
Chronos T5 Base 200M,2,JPEA.L,0.03862
Chronos T5 Base 200M,2,JPM,0.009859999999999999
Chronos T5 Base 200M,2,KR,0.05387999999999998
Chronos T5 Base 200M,2,LQD,0.1193
Chronos T5 Base 200M,2,MCHI,0.18819999999999998
Chronos T5 Base 200M,2,META,0.04267999999999998
Chronos T5 Base 200M,2,MVEU.L,0.00306
Chronos T5 Base 200M,2,OGN,0.10708
Chronos T5 Base 200M,2,PG,0.14865999999999996
Chronos T5 Base 200M,2,PPL,0.287
Chronos T5 Base 200M,2,PRU,0.037000000000000005
Chronos T5 Base 200M,2,PYPL,0.06948000000000001
Chronos T5 Base 200M,2,RE,0.27592
Chronos T5 Base 200M,2,REET,0.09825999999999999
Chronos T5 Base 200M,2,ROL,0.17673999999999998
Chronos T5 Base 200M,2,ROST,0.4347
Chronos T5 Base 200M,2,SEGA.L,0.28712
Chronos T5 Base 200M,2,SHY,0.28458
Chronos T5 Base 200M,2,SLV,0.09476
Chronos T5 Base 200M,2,SPMV.L,0.0261
Chronos T5 Base 200M,2,TLT,0.02988
Chronos T5 Base 200M,2,UNH,0.46441999999999994
Chronos T5 Base 200M,2,URI,0.14131999999999997
Chronos T5 Base 200M,2,V,0.05397999999999999
Chronos T5 Base 200M,2,VRSK,0.08098000000000001
Chronos T5 Base 200M,2,VXX,0.8
Chronos T5 Base 200M,2,WRK,0.7843199999999999
Chronos T5 Base 200M,2,XLB,0.34118000000000004
Chronos T5 Base 200M,2,XLC,0.2771
Chronos T5 Base 200M,2,XLE,0.22739999999999996
Chronos T5 Base 200M,2,XLF,0.07683999999999999
Chronos T5 Base 200M,2,XLI,0.07550000000000003
Chronos T5 Base 200M,2,XLK,0.49934
Chronos T5 Base 200M,2,XLP,0.11892
Chronos T5 Base 200M,2,XLU,0.09583999999999997
Chronos T5 Base 200M,2,XLV,0.05564
Chronos T5 Base 200M,2,XLY,0.48588000000000003
Chronos T5 Base 200M,2,XOM,0.4327
Chronos T5 Base 200M,3,ABBV,0.13858
Chronos T5 Base 200M,3,ACN,0.15393999999999997
Chronos T5 Base 200M,3,AEP,0.050980000000000004
Chronos T5 Base 200M,3,AIZ,0.5123200000000001
Chronos T5 Base 200M,3,ALLE,0.05832
Chronos T5 Base 200M,3,AMAT,0.0638
Chronos T5 Base 200M,3,AMP,0.29267999999999994
Chronos T5 Base 200M,3,AMZN,0.19899999999999995
Chronos T5 Base 200M,3,AVB,0.01268
Chronos T5 Base 200M,3,AVY,0.018200000000000008
Chronos T5 Base 200M,3,AXP,0.26924000000000003
Chronos T5 Base 200M,3,BDX,0.24744000000000002
Chronos T5 Base 200M,3,BF-B,0.21493999999999996
Chronos T5 Base 200M,3,BMY,0.054239999999999976
Chronos T5 Base 200M,3,BR,0.10190000000000002
Chronos T5 Base 200M,3,CARR,0.4320400000000001
Chronos T5 Base 200M,3,CDW,0.44193999999999994
Chronos T5 Base 200M,3,CE,0.028599999999999997
Chronos T5 Base 200M,3,CHTR,0.1242
Chronos T5 Base 200M,3,CNC,0.2542600000000001
Chronos T5 Base 200M,3,CNP,0.04004
Chronos T5 Base 200M,3,COP,0.34914
Chronos T5 Base 200M,3,CTAS,0.09172
Chronos T5 Base 200M,3,CZR,0.0
Chronos T5 Base 200M,3,DG,0.25032
Chronos T5 Base 200M,3,DPZ,0.4317000000000001
Chronos T5 Base 200M,3,DRE,0.07371999999999998
Chronos T5 Base 200M,3,DXC,0.6600400000000001
Chronos T5 Base 200M,3,EWA,0.11668
Chronos T5 Base 200M,3,EWC,0.05389999999999998
Chronos T5 Base 200M,3,EWG,0.0838
Chronos T5 Base 200M,3,EWH,0.1766
Chronos T5 Base 200M,3,EWJ,0.3277
Chronos T5 Base 200M,3,EWL,0.17097999999999997
Chronos T5 Base 200M,3,EWQ,0.045020000000000004
Chronos T5 Base 200M,3,EWT,0.08682000000000001
Chronos T5 Base 200M,3,EWU,0.04896
Chronos T5 Base 200M,3,EWY,0.09112
Chronos T5 Base 200M,3,EWZ,0.012920000000000001
Chronos T5 Base 200M,3,FTV,0.5641
Chronos T5 Base 200M,3,GOOG,0.0631
Chronos T5 Base 200M,3,GPC,0.0403
Chronos T5 Base 200M,3,GSG,0.0
Chronos T5 Base 200M,3,HIG,0.31062
Chronos T5 Base 200M,3,HIGH.L,0.1729
Chronos T5 Base 200M,3,HST,0.38432
Chronos T5 Base 200M,3,HYG,0.08832000000000001
Chronos T5 Base 200M,3,IAU,0.35761999999999994
Chronos T5 Base 200M,3,ICLN,0.61944
Chronos T5 Base 200M,3,IEAA.L,0.29668
Chronos T5 Base 200M,3,IEF,0.12168000000000001
Chronos T5 Base 200M,3,IEFM.L,0.028919999999999994
Chronos T5 Base 200M,3,IEMG,0.13122000000000003
Chronos T5 Base 200M,3,IEUS,0.18268
Chronos T5 Base 200M,3,IEVL.L,0.022999999999999996
Chronos T5 Base 200M,3,IGF,0.024100000000000003
Chronos T5 Base 200M,3,INDA,0.4198200000000001
Chronos T5 Base 200M,3,IUMO.L,0.36622
Chronos T5 Base 200M,3,IUVL.L,0.047219999999999984
Chronos T5 Base 200M,3,IVV,0.24562
Chronos T5 Base 200M,3,IWM,0.18537999999999996
Chronos T5 Base 200M,3,IXN,0.13537999999999997
Chronos T5 Base 200M,3,JPEA.L,0.034420000000000006
Chronos T5 Base 200M,3,JPM,0.6492999999999999
Chronos T5 Base 200M,3,KR,0.3414
Chronos T5 Base 200M,3,LQD,0.15938
Chronos T5 Base 200M,3,MCHI,0.19604
Chronos T5 Base 200M,3,META,0.013660000000000002
Chronos T5 Base 200M,3,MVEU.L,0.51734
Chronos T5 Base 200M,3,OGN,0.34811999999999993
Chronos T5 Base 200M,3,PG,0.61122
Chronos T5 Base 200M,3,PPL,0.60402
Chronos T5 Base 200M,3,PRU,0.10406000000000001
Chronos T5 Base 200M,3,PYPL,0.005720000000000004
Chronos T5 Base 200M,3,RE,0.06118000000000001
Chronos T5 Base 200M,3,REET,0.49218
Chronos T5 Base 200M,3,ROL,0.010320000000000001
Chronos T5 Base 200M,3,ROST,0.29584
Chronos T5 Base 200M,3,SEGA.L,0.10369999999999999
Chronos T5 Base 200M,3,SHY,0.02898
Chronos T5 Base 200M,3,SLV,0.5086799999999999
Chronos T5 Base 200M,3,SPMV.L,0.19848000000000002
Chronos T5 Base 200M,3,TLT,0.01881999999999999
Chronos T5 Base 200M,3,UNH,0.10533999999999999
Chronos T5 Base 200M,3,URI,0.04930000000000001
Chronos T5 Base 200M,3,V,0.16348000000000001
Chronos T5 Base 200M,3,VRSK,0.4396399999999999
Chronos T5 Base 200M,3,VXX,0.0
Chronos T5 Base 200M,3,WRK,0.12562
Chronos T5 Base 200M,3,XLB,0.07318000000000002
Chronos T5 Base 200M,3,XLC,0.04154
Chronos T5 Base 200M,3,XLE,0.38978
Chronos T5 Base 200M,3,XLF,0.16620000000000001
Chronos T5 Base 200M,3,XLI,0.05499999999999998
Chronos T5 Base 200M,3,XLK,0.06117999999999999
Chronos T5 Base 200M,3,XLP,0.60626
Chronos T5 Base 200M,3,XLU,0.16356
Chronos T5 Base 200M,3,XLV,0.08764000000000001
Chronos T5 Base 200M,3,XLY,0.69224
Chronos T5 Base 200M,3,XOM,0.69286
Chronos T5 Base 200M,4,ABBV,0.013320000000000002
Chronos T5 Base 200M,4,ACN,0.13848
Chronos T5 Base 200M,4,AEP,0.53122
Chronos T5 Base 200M,4,AIZ,0.27954
Chronos T5 Base 200M,4,ALLE,0.14264000000000004
Chronos T5 Base 200M,4,AMAT,0.4931
Chronos T5 Base 200M,4,AMP,0.05153999999999999
Chronos T5 Base 200M,4,AMZN,0.4274
Chronos T5 Base 200M,4,AVB,0.048819999999999995
Chronos T5 Base 200M,4,AVY,0.47931999999999997
Chronos T5 Base 200M,4,AXP,0.09582000000000004
Chronos T5 Base 200M,4,BDX,0.09611999999999997
Chronos T5 Base 200M,4,BF-B,0.19049999999999995
Chronos T5 Base 200M,4,BMY,0.21910000000000002
Chronos T5 Base 200M,4,BR,0.3987
Chronos T5 Base 200M,4,CARR,0.13482
Chronos T5 Base 200M,4,CDW,0.20326
Chronos T5 Base 200M,4,CE,0.12267999999999998
Chronos T5 Base 200M,4,CHTR,0.32341999999999993
Chronos T5 Base 200M,4,CNC,0.42184
Chronos T5 Base 200M,4,CNP,0.52418
Chronos T5 Base 200M,4,COP,0.49676
Chronos T5 Base 200M,4,CTAS,0.06461999999999998
Chronos T5 Base 200M,4,CZR,0.0
Chronos T5 Base 200M,4,DG,0.4118200000000001
Chronos T5 Base 200M,4,DPZ,0.49030000000000007
Chronos T5 Base 200M,4,DRE,0.3538
Chronos T5 Base 200M,4,DXC,0.12892000000000003
Chronos T5 Base 200M,4,EWA,0.5707599999999999
Chronos T5 Base 200M,4,EWC,0.25092000000000003
Chronos T5 Base 200M,4,EWG,0.2781
Chronos T5 Base 200M,4,EWH,0.53606
Chronos T5 Base 200M,4,EWJ,0.02693999999999999
Chronos T5 Base 200M,4,EWL,0.07674000000000002
Chronos T5 Base 200M,4,EWQ,0.07046000000000002
Chronos T5 Base 200M,4,EWT,0.03912
Chronos T5 Base 200M,4,EWU,0.38432
Chronos T5 Base 200M,4,EWY,0.04778
Chronos T5 Base 200M,4,EWZ,0.79208
Chronos T5 Base 200M,4,FTV,0.04673999999999999
Chronos T5 Base 200M,4,GOOG,0.5457000000000001
Chronos T5 Base 200M,4,GPC,0.21840000000000007
Chronos T5 Base 200M,4,GSG,0.4
Chronos T5 Base 200M,4,HIG,0.06595999999999999
Chronos T5 Base 200M,4,HIGH.L,0.03204
Chronos T5 Base 200M,4,HST,0.0001800000000000003
Chronos T5 Base 200M,4,HYG,0.024600000000000004
Chronos T5 Base 200M,4,IAU,0.14374000000000003
Chronos T5 Base 200M,4,ICLN,0.21287999999999996
Chronos T5 Base 200M,4,IEAA.L,0.03250000000000001
Chronos T5 Base 200M,4,IEF,0.39330000000000004
Chronos T5 Base 200M,4,IEFM.L,0.08946000000000001
Chronos T5 Base 200M,4,IEMG,0.52986
Chronos T5 Base 200M,4,IEUS,0.39139999999999997
Chronos T5 Base 200M,4,IEVL.L,0.30324
Chronos T5 Base 200M,4,IGF,0.41716
Chronos T5 Base 200M,4,INDA,0.05128000000000001
Chronos T5 Base 200M,4,IUMO.L,0.03762000000000001
Chronos T5 Base 200M,4,IUVL.L,0.11683999999999999
Chronos T5 Base 200M,4,IVV,0.09698000000000002
Chronos T5 Base 200M,4,IWM,0.313
Chronos T5 Base 200M,4,IXN,0.09830000000000001
Chronos T5 Base 200M,4,JPEA.L,0.06376
Chronos T5 Base 200M,4,JPM,0.0261
Chronos T5 Base 200M,4,KR,0.50202
Chronos T5 Base 200M,4,LQD,0.039779999999999996
Chronos T5 Base 200M,4,MCHI,0.74254
Chronos T5 Base 200M,4,META,0.018460000000000008
Chronos T5 Base 200M,4,MVEU.L,0.4
Chronos T5 Base 200M,4,OGN,0.22865999999999995
Chronos T5 Base 200M,4,PG,0.16666000000000003
Chronos T5 Base 200M,4,PPL,0.13130000000000003
Chronos T5 Base 200M,4,PRU,0.10768
Chronos T5 Base 200M,4,PYPL,0.1401
Chronos T5 Base 200M,4,RE,0.26369999999999993
Chronos T5 Base 200M,4,REET,0.11787999999999998
Chronos T5 Base 200M,4,ROL,0.17300000000000001
Chronos T5 Base 200M,4,ROST,0.11070000000000002
Chronos T5 Base 200M,4,SEGA.L,0.36208
Chronos T5 Base 200M,4,SHY,0.34824
Chronos T5 Base 200M,4,SLV,0.06446
Chronos T5 Base 200M,4,SPMV.L,0.10089999999999999
Chronos T5 Base 200M,4,TLT,0.21905999999999998
Chronos T5 Base 200M,4,UNH,0.14952
Chronos T5 Base 200M,4,URI,0.013879999999999998
Chronos T5 Base 200M,4,V,0.18298
Chronos T5 Base 200M,4,VRSK,0.044800000000000006
Chronos T5 Base 200M,4,VXX,0.8
Chronos T5 Base 200M,4,WRK,0.08918000000000001
Chronos T5 Base 200M,4,XLB,0.25930000000000003
Chronos T5 Base 200M,4,XLC,0.13334
Chronos T5 Base 200M,4,XLE,0.58036
Chronos T5 Base 200M,4,XLF,0.05366
Chronos T5 Base 200M,4,XLI,0.04603999999999999
Chronos T5 Base 200M,4,XLK,0.09709999999999999
Chronos T5 Base 200M,4,XLP,0.01556
Chronos T5 Base 200M,4,XLU,0.36761999999999995
Chronos T5 Base 200M,4,XLV,0.06958
Chronos T5 Base 200M,4,XLY,0.08856
Chronos T5 Base 200M,4,XOM,0.7960200000000001
Chronos T5 Base 200M,5,ABBV,0.5094
Chronos T5 Base 200M,5,ACN,0.37018000000000006
Chronos T5 Base 200M,5,AEP,0.17041999999999996
Chronos T5 Base 200M,5,AIZ,0.16513999999999998
Chronos T5 Base 200M,5,ALLE,0.4419600000000001
Chronos T5 Base 200M,5,AMAT,0.07428
Chronos T5 Base 200M,5,AMP,0.06339999999999998
Chronos T5 Base 200M,5,AMZN,0.26494000000000006
Chronos T5 Base 200M,5,AVB,0.42436000000000007
Chronos T5 Base 200M,5,AVY,0.5602800000000001
Chronos T5 Base 200M,5,AXP,0.12508000000000002
Chronos T5 Base 200M,5,BDX,0.32561999999999997
Chronos T5 Base 200M,5,BF-B,0.35922
Chronos T5 Base 200M,5,BMY,0.43418
Chronos T5 Base 200M,5,BR,0.4899999999999999
Chronos T5 Base 200M,5,CARR,0.77298
Chronos T5 Base 200M,5,CDW,0.23813999999999996
Chronos T5 Base 200M,5,CE,0.20794000000000007
Chronos T5 Base 200M,5,CHTR,0.053059999999999996
Chronos T5 Base 200M,5,CNC,0.4638999999999999
Chronos T5 Base 200M,5,CNP,0.05458
Chronos T5 Base 200M,5,COP,0.08579999999999997
Chronos T5 Base 200M,5,CTAS,0.1591
Chronos T5 Base 200M,5,CZR,0.0
Chronos T5 Base 200M,5,DG,0.13377999999999995
Chronos T5 Base 200M,5,DPZ,0.08506000000000001
Chronos T5 Base 200M,5,DRE,0.11803999999999999
Chronos T5 Base 200M,5,DXC,0.045260000000000015
Chronos T5 Base 200M,5,EWA,0.2257
Chronos T5 Base 200M,5,EWC,0.38614000000000004
Chronos T5 Base 200M,5,EWG,0.18527999999999997
Chronos T5 Base 200M,5,EWH,0.03663999999999999
Chronos T5 Base 200M,5,EWJ,0.07078000000000001
Chronos T5 Base 200M,5,EWL,0.04889999999999999
Chronos T5 Base 200M,5,EWQ,0.14494000000000004
Chronos T5 Base 200M,5,EWT,0.26118
Chronos T5 Base 200M,5,EWU,0.24884
Chronos T5 Base 200M,5,EWY,0.12802000000000002
Chronos T5 Base 200M,5,EWZ,0.49412
Chronos T5 Base 200M,5,FTV,0.10756000000000002
Chronos T5 Base 200M,5,GOOG,0.19602000000000003
Chronos T5 Base 200M,5,GPC,0.011099999999999997
Chronos T5 Base 200M,5,GSG,0.8
Chronos T5 Base 200M,5,HIG,0.0001800000000000003
Chronos T5 Base 200M,5,HIGH.L,0.04213999999999999
Chronos T5 Base 200M,5,HST,0.66008
Chronos T5 Base 200M,5,HYG,0.014039999999999997
Chronos T5 Base 200M,5,IAU,0.62336
Chronos T5 Base 200M,5,ICLN,0.23667999999999995
Chronos T5 Base 200M,5,IEAA.L,0.11752
Chronos T5 Base 200M,5,IEF,0.29156
Chronos T5 Base 200M,5,IEFM.L,0.21372
Chronos T5 Base 200M,5,IEMG,0.12324000000000004
Chronos T5 Base 200M,5,IEUS,0.1749
Chronos T5 Base 200M,5,IEVL.L,0.39728
Chronos T5 Base 200M,5,IGF,0.18486
Chronos T5 Base 200M,5,INDA,0.025880000000000004
Chronos T5 Base 200M,5,IUMO.L,0.03638000000000001
Chronos T5 Base 200M,5,IUVL.L,0.14938
Chronos T5 Base 200M,5,IVV,0.36117999999999995
Chronos T5 Base 200M,5,IWM,0.2609
Chronos T5 Base 200M,5,IXN,0.19430000000000003
Chronos T5 Base 200M,5,JPEA.L,0.40358
Chronos T5 Base 200M,5,JPM,0.10547999999999999
Chronos T5 Base 200M,5,KR,0.4203
Chronos T5 Base 200M,5,LQD,0.09604000000000003
Chronos T5 Base 200M,5,MCHI,0.004600000000000002
Chronos T5 Base 200M,5,META,0.12628
Chronos T5 Base 200M,5,MVEU.L,0.19410000000000002
Chronos T5 Base 200M,5,OGN,0.42083999999999994
Chronos T5 Base 200M,5,PG,0.03378
Chronos T5 Base 200M,5,PPL,0.16038
Chronos T5 Base 200M,5,PRU,0.12713999999999998
Chronos T5 Base 200M,5,PYPL,0.4536399999999999
Chronos T5 Base 200M,5,RE,0.28266
Chronos T5 Base 200M,5,REET,0.13812
Chronos T5 Base 200M,5,ROL,0.11699999999999999
Chronos T5 Base 200M,5,ROST,0.34026
Chronos T5 Base 200M,5,SEGA.L,0.17443999999999998
Chronos T5 Base 200M,5,SHY,0.014040000000000002
Chronos T5 Base 200M,5,SLV,0.41091999999999995
Chronos T5 Base 200M,5,SPMV.L,0.02218
Chronos T5 Base 200M,5,TLT,0.4414999999999999
Chronos T5 Base 200M,5,UNH,0.32152000000000003
Chronos T5 Base 200M,5,URI,0.29108000000000006
Chronos T5 Base 200M,5,V,0.22713999999999998
Chronos T5 Base 200M,5,VRSK,0.00988
Chronos T5 Base 200M,5,VXX,0.0
Chronos T5 Base 200M,5,WRK,0.19862000000000002
Chronos T5 Base 200M,5,XLB,0.08124
Chronos T5 Base 200M,5,XLC,0.055380000000000006
Chronos T5 Base 200M,5,XLE,0.050759999999999986
Chronos T5 Base 200M,5,XLF,0.14252
Chronos T5 Base 200M,5,XLI,0.06454
Chronos T5 Base 200M,5,XLK,0.25436000000000003
Chronos T5 Base 200M,5,XLP,0.18280000000000002
Chronos T5 Base 200M,5,XLU,0.0897
Chronos T5 Base 200M,5,XLV,0.13882
Chronos T5 Base 200M,5,XLY,0.09236
Chronos T5 Base 200M,5,XOM,0.08786000000000001
Chronos T5 Base 200M,6,ABBV,0.6658799999999999
Chronos T5 Base 200M,6,ACN,0.056920000000000005
Chronos T5 Base 200M,6,AEP,0.00032
Chronos T5 Base 200M,6,AIZ,0.59602
Chronos T5 Base 200M,6,ALLE,0.08118
Chronos T5 Base 200M,6,AMAT,0.18948
Chronos T5 Base 200M,6,AMP,0.44381999999999994
Chronos T5 Base 200M,6,AMZN,0.38276000000000004
Chronos T5 Base 200M,6,AVB,0.05220000000000001
Chronos T5 Base 200M,6,AVY,0.54522
Chronos T5 Base 200M,6,AXP,0.08068000000000002
Chronos T5 Base 200M,6,BDX,0.13332
Chronos T5 Base 200M,6,BF-B,0.09814
Chronos T5 Base 200M,6,BMY,0.03948
Chronos T5 Base 200M,6,BR,0.49212000000000006
Chronos T5 Base 200M,6,CARR,0.26354
Chronos T5 Base 200M,6,CDW,0.27346000000000004
Chronos T5 Base 200M,6,CE,0.10664
Chronos T5 Base 200M,6,CHTR,0.5298999999999999
Chronos T5 Base 200M,6,CNC,0.16258
Chronos T5 Base 200M,6,CNP,0.00976
Chronos T5 Base 200M,6,COP,0.3284599999999999
Chronos T5 Base 200M,6,CTAS,0.13335999999999998
Chronos T5 Base 200M,6,CZR,0.6
Chronos T5 Base 200M,6,DG,0.5029
Chronos T5 Base 200M,6,DPZ,0.041800000000000004
